average_slowdown,mean_completion_time,p95_completion_time,utilization,task_failure_rate,tasks_arrived,tasks_failed,experiment,scenario,severity,method,method_label,seed,degradation_pct,agent_r_int,agent_V_epi,agent_V_ale,agent_V_ale_excess,agent_gate_h3,agent_pg_loss
6.793923611111111,19.875,63.0,0.546875,0.34375,96.0,33.0,reward_corruption_training_sweep,reward_corruption_training,medium,deeprm_inspired_pg,PG proxy,4,-37.02142040973977,,,,,,
12.746180555555556,38.2734375,84.78125,0.27482096354166663,0.6536458333333334,96.0,62.75,reward_corruption_training_sweep,reward_corruption_training,medium,plain_dqn,DQN,4,313.80612525275296,,,,,,
12.6140625,36.610677083333336,88.0625,0.286376953125,0.7057291666666666,96.0,67.75,reward_corruption_training_sweep,reward_corruption_training,medium,dqn_rnd,DQN+RND,4,312.86784813723057,0.0,,,,,
11.293012152777777,34.36328125,73.53125,0.20296223958333334,0.7239583333333334,96.0,69.5,reward_corruption_training_sweep,reward_corruption_training,medium,psaim_lite,Simplified PSAIM,4,275.12579115064665,0.009611016810377265,0.018074298074939273,0.08292302582412958,0.001517774537205696,0.941122177520447,
4.218576388888889,14.010416666666666,40.25,0.5657552083333334,0.23958333333333334,96.0,23.0,reward_corruption_training_sweep,reward_corruption_training,high,heuristic_sjf_bestfit,SJF best-fit heuristic,4,0.0,,,,,,
9.069965277777778,27.229166666666668,63.25,0.2578125,0.6666666666666666,96.0,64.0,reward_corruption_training_sweep,reward_corruption_training,high,deeprm_inspired_pg,PG proxy,4,-15.922880087548489,,,,,,
17.504275173611113,51.98958333333333,93.90625,0.009114583333333334,0.9895833333333333,96.0,95.0,reward_corruption_training_sweep,reward_corruption_training,high,plain_dqn,DQN,4,468.2781797558071,,,,,,
5.612196180555556,16.401041666666668,48.59375,0.6068522135416667,0.28255208333333337,96.0,27.125,reward_corruption_training_sweep,reward_corruption_training,high,dqn_rnd,DQN+RND,4,83.69144440103709,0.0,,,,,
6.247504340277778,18.764322916666664,55.9375,0.5423990885416667,0.34635416666666663,96.0,33.25,reward_corruption_training_sweep,reward_corruption_training,high,psaim_lite,Simplified PSAIM,4,107.52656391920534,0.0005705176611360166,0.027109272345328138,0.0998227009549737,0.004117805510759354,0.891104919451998,
4.218576388888889,14.010416666666666,40.25,0.5657552083333334,0.23958333333333334,96.0,23.0,reward_corruption_training_sweep,clean,clean,heuristic_sjf_bestfit,SJF best-fit heuristic,5,0.0,,,,,,
7.448090277777777,24.59375,92.5,0.4173177083333333,0.3645833333333333,96.0,35.0,reward_corruption_training_sweep,clean,clean,deeprm_inspired_pg,PG proxy,5,0.0,,,,,,
3.740972222222222,13.963541666666668,74.0,0.5524088541666667,0.23046875,96.0,22.125,reward_corruption_training_sweep,clean,clean,plain_dqn,DQN,5,0.0,,,,,,
3.039301215277778,11.4375,66.03125,0.5896809895833334,0.18359375,96.0,17.625,reward_corruption_training_sweep,clean,clean,dqn_rnd,DQN+RND,5,0.0,0.0,,,,,
3.626996527777778,13.649739583333334,73.25,0.549072265625,0.21875,96.0,21.0,reward_corruption_training_sweep,clean,clean,psaim_lite,Simplified PSAIM,5,0.0,0.019296168070798418,0.031280042602581805,0.04096091911196709,0.0005520861595869064,0.816825247113319,
4.218576388888889,14.010416666666666,40.25,0.5657552083333334,0.23958333333333334,96.0,23.0,reward_corruption_training_sweep,reward_corruption_training,low,heuristic_sjf_bestfit,SJF best-fit heuristic,5,0.0,,,,,,
5.7086805555555555,16.927083333333332,36.5,0.5703125,0.3020833333333333,96.0,29.0,reward_corruption_training_sweep,reward_corruption_training,low,deeprm_inspired_pg,PG proxy,5,-23.35376797743642,,,,,,
3.669900173611111,13.8359375,73.875,0.5435384114583334,0.2265625,96.0,21.75,reward_corruption_training_sweep,reward_corruption_training,low,plain_dqn,DQN,5,-1.8998282903285701,,,,,,
5.000173611111111,16.178385416666664,77.0,0.5668131510416667,0.2877604166666667,96.0,27.625,reward_corruption_training_sweep,reward_corruption_training,low,dqn_rnd,DQN+RND,5,64.51721158720751,0.0,,,,,
3.7296440972222222,13.87109375,73.5,0.5506184895833334,0.22265625,96.0,21.375,reward_corruption_training_sweep,reward_corruption_training,low,psaim_lite,Simplified PSAIM,5,2.830098365363897,0.028171003312563225,0.03715870908073081,0.04238676745444536,0.0,0.7469655330576261,
