average_slowdown,mean_completion_time,p95_completion_time,utilization,task_failure_rate,tasks_arrived,tasks_failed,method,seed,condition,adaptation_lag_steps,agent_r_int,agent_V_epi,agent_V_ale,agent_V_ale_excess,agent_gate_h3
1.0625,3.1875,3.0,0.24869791666666669,0.026041666666666664,48.0,1.25,dqn_rnd,7,clean,,0.0,,,,
3.0518018978954764,8.706207946950162,31.206249999999994,0.33675130208333337,0.18653218718130954,75.75,14.875,dqn_rnd,7,stressed,12.690476190476192,0.0,,,,
1.0477430555555556,3.143229166666667,3.0,0.24934895833333331,0.0234375,48.0,1.125,psaim_lite,7,clean,,0.00738449393050898,0.007735869289794366,0.04791867733001709,0.0,0.9545784260149094
3.0210011423382013,8.500875060791945,36.20625,0.3426920572916667,0.17852410948665182,75.75,14.375,psaim_lite,7,stressed,11.4375,-0.006688007835179484,0.04898884134090875,0.07560182455927134,0.0035069482401013374,0.775252965441755
1.0008680555555556,3.002604166666667,3.0,0.25,0.020833333333333332,48.0,1.0,psaim_no_aleatoric,7,clean,,0.007286196709518531,0.007632176549176101,0.0,0.0,0.9546682604328749
2.673520879300108,7.478876598594421,20.04999999999999,0.35205078125,0.16190177619583118,75.75,13.0,psaim_no_aleatoric,7,stressed,13.125,0.04001041568641881,0.06911045280622202,0.0,0.0,0.7207931585903524
1.0026041666666667,3.0078125,3.0,0.25,0.020833333333333332,48.0,1.0,psaim_no_gate,7,clean,,0.007646734839085504,0.007646734839085504,0.04789167642593384,0.0,1.0
2.9353100748807903,8.078647965405196,28.706249999999994,0.347412109375,0.17530679411697814,75.75,14.0,psaim_no_gate,7,stressed,12.583333333333332,-0.4052677653546223,0.06678037816841839,0.0708896666765213,0.00955063197761774,1.0
1.0572916666666667,3.171875,3.0,0.248046875,0.028645833333333332,48.0,1.375,psaim_no_freezing,7,clean,,0.007298269134642854,0.007644910495784082,0.04618411883711815,0.0,0.9546572374742138
2.979613944915246,8.321040592353285,31.399999999999945,0.343505859375,0.17645974808917184,75.75,14.125,psaim_no_freezing,7,stressed,11.80952380952381,-0.1638776673619138,0.045557744408320576,0.07629208266735077,0.007552113384008408,0.6773623460215477
1.0,3.0,3.0,0.25,0.020833333333333332,48.0,1.0,heuristic_sjf_bestfit,8,clean,,,,,,
2.456349068199896,7.357771324640958,25.1125,0.35506184895833337,0.1533570734102341,75.625,11.875,heuristic_sjf_bestfit,8,stressed,14.791666666666668,,,,,
