average_slowdown,mean_completion_time,p95_completion_time,utilization,task_failure_rate,tasks_arrived,tasks_failed,experiment,scenario,severity,severity_rank,method,method_label,seed
5.317144097222222,19.1015625,83.53125,0.4622395833333333,0.32421875,96.0,31.125,c5_duration_misreport_mechanism,duration_misreport,high,3,sjf_r_0p18,SJF-R(0.18),3
5.654383680555556,20.19921875,84.375,0.4409993489583333,0.3502604166666666,96.0,33.625,c5_duration_misreport_mechanism,duration_misreport,high,3,sjf_r_0p25,SJF-R(0.25),3
3.658572048611111,13.78125,73.875,0.545166015625,0.2239583333333333,96.0,21.5,c5_duration_misreport_mechanism,duration_misreport,high,3,psaim_lite,Simplified PSAIM,3
3.058615451388889,11.4609375,65.5,0.5911458333333334,0.1796875,96.0,17.25,c5_duration_misreport_mechanism,duration_misreport,high,3,psaim_rawvar,PSAIM-RawVar,3
5.714409722222221,17.614583333333332,39.5,0.544921875,0.3125,96.0,30.0,c5_duration_misreport_mechanism,duration_misreport,low,1,heuristic_sjf_bestfit,SJF best-fit heuristic,4
4.834526909722221,16.705729166666668,61.1875,0.5091959635416667,0.2994791666666666,96.0,28.75,c5_duration_misreport_mechanism,duration_misreport,low,1,sjf_r_0p10,SJF-R(0.10),4
4.968880208333333,17.932291666666664,79.9375,0.4759114583333333,0.3033854166666667,96.0,29.125,c5_duration_misreport_mechanism,duration_misreport,low,1,sjf_r_0p17,SJF-R(0.17),4
4.988606770833334,18.350260416666664,79.15625,0.4540201822916666,0.3216145833333333,96.0,30.875,c5_duration_misreport_mechanism,duration_misreport,low,1,sjf_r_0p18,SJF-R(0.18),4
5.1015625,19.12109375,81.0625,0.4161783854166667,0.3372395833333333,96.0,32.375,c5_duration_misreport_mechanism,duration_misreport,low,1,sjf_r_0p25,SJF-R(0.25),4
3.0418619791666663,11.428385416666668,65.5,0.5916341145833334,0.1783854166666666,96.0,17.125,c5_duration_misreport_mechanism,duration_misreport,low,1,psaim_lite,Simplified PSAIM,4
3.072439236111111,11.515625,65.5,0.5909830729166667,0.1796875,96.0,17.25,c5_duration_misreport_mechanism,duration_misreport,low,1,psaim_rawvar,PSAIM-RawVar,4
6.061979166666667,18.375,44.5,0.5475260416666666,0.3541666666666667,96.0,34.0,c5_duration_misreport_mechanism,duration_misreport,medium,2,heuristic_sjf_bestfit,SJF best-fit heuristic,4
5.290972222222222,17.963541666666664,63.46875,0.5078125,0.3151041666666666,96.0,30.25,c5_duration_misreport_mechanism,duration_misreport,medium,2,sjf_r_0p10,SJF-R(0.10),4
5.028342013888889,17.946614583333332,75.3125,0.4715983072916666,0.31640625,96.0,30.375,c5_duration_misreport_mechanism,duration_misreport,medium,2,sjf_r_0p17,SJF-R(0.17),4
5.2867621527777775,18.696614583333336,77.8125,0.4672037760416667,0.3307291666666666,96.0,31.75,c5_duration_misreport_mechanism,duration_misreport,medium,2,sjf_r_0p18,SJF-R(0.18),4
5.406684027777778,19.390625,80.40625,0.4534505208333333,0.3372395833333333,96.0,32.375,c5_duration_misreport_mechanism,duration_misreport,medium,2,sjf_r_0p25,SJF-R(0.25),4
3.08203125,11.536458333333332,66.03125,0.58984375,0.1783854166666666,96.0,17.125,c5_duration_misreport_mechanism,duration_misreport,medium,2,psaim_lite,Simplified PSAIM,4
3.6514322916666666,13.703125,73.9375,0.5509440104166667,0.2161458333333333,96.0,20.75,c5_duration_misreport_mechanism,duration_misreport,medium,2,psaim_rawvar,PSAIM-RawVar,4
6.061979166666667,18.375,44.5,0.5475260416666666,0.3541666666666667,96.0,34.0,c5_duration_misreport_mechanism,duration_misreport,high,3,heuristic_sjf_bestfit,SJF best-fit heuristic,4
5.243142361111111,17.717447916666664,61.5625,0.509765625,0.3125,96.0,30.0,c5_duration_misreport_mechanism,duration_misreport,high,3,sjf_r_0p10,SJF-R(0.10),4
4.863932291666667,17.610677083333336,78.5625,0.4827473958333333,0.3072916666666667,96.0,29.5,c5_duration_misreport_mechanism,duration_misreport,high,3,sjf_r_0p17,SJF-R(0.17),4
5.117686631944444,18.108072916666664,75.25,0.473876953125,0.3190104166666667,96.0,30.625,c5_duration_misreport_mechanism,duration_misreport,high,3,sjf_r_0p18,SJF-R(0.18),4
5.347764756944445,19.58723958333333,82.1875,0.4423828125,0.33984375,96.0,32.625,c5_duration_misreport_mechanism,duration_misreport,high,3,sjf_r_0p25,SJF-R(0.25),4
3.0892795138888887,11.541666666666668,66.25,0.592529296875,0.1796875,96.0,17.25,c5_duration_misreport_mechanism,duration_misreport,high,3,psaim_lite,Simplified PSAIM,4
3.023090277777777,11.368489583333332,65.5,0.5913899739583334,0.1783854166666666,96.0,17.125,c5_duration_misreport_mechanism,duration_misreport,high,3,psaim_rawvar,PSAIM-RawVar,4
5.714409722222221,17.614583333333332,39.5,0.544921875,0.3125,96.0,30.0,c5_duration_misreport_mechanism,duration_misreport,low,1,heuristic_sjf_bestfit,SJF best-fit heuristic,5
4.832291666666666,16.796875,62.28125,0.5110677083333333,0.2916666666666666,96.0,28.0,c5_duration_misreport_mechanism,duration_misreport,low,1,sjf_r_0p10,SJF-R(0.10),5
4.850368923611112,17.509114583333336,74.71875,0.4724934895833333,0.3046875,96.0,29.25,c5_duration_misreport_mechanism,duration_misreport,low,1,sjf_r_0p17,SJF-R(0.17),5
4.77751736111111,17.62890625,75.0625,0.4632975260416667,0.3072916666666666,96.0,29.5,c5_duration_misreport_mechanism,duration_misreport,low,1,sjf_r_0p18,SJF-R(0.18),5
5.373046875,19.680989583333336,81.0,0.4088541666666666,0.34375,96.0,33.0,c5_duration_misreport_mechanism,duration_misreport,low,1,sjf_r_0p25,SJF-R(0.25),5
3.0755425347222216,11.514322916666668,66.25,0.5924479166666667,0.1809895833333333,96.0,17.375,c5_duration_misreport_mechanism,duration_misreport,low,1,psaim_lite,Simplified PSAIM,5
3.0619357638888887,11.475260416666666,65.65625,0.59130859375,0.1796875,96.0,17.25,c5_duration_misreport_mechanism,duration_misreport,low,1,psaim_rawvar,PSAIM-RawVar,5
6.061979166666667,18.375,44.5,0.5475260416666666,0.3541666666666667,96.0,34.0,c5_duration_misreport_mechanism,duration_misreport,medium,2,heuristic_sjf_bestfit,SJF best-fit heuristic,5
5.089279513888889,17.4140625,62.0,0.510498046875,0.3072916666666666,96.0,29.5,c5_duration_misreport_mechanism,duration_misreport,medium,2,sjf_r_0p10,SJF-R(0.10),5
5.306553819444445,18.533854166666664,77.625,0.4812825520833333,0.3216145833333333,96.0,30.875,c5_duration_misreport_mechanism,duration_misreport,medium,2,sjf_r_0p17,SJF-R(0.17),5
4.948003472222222,17.763020833333336,77.0,0.4810384114583333,0.31640625,96.0,30.375,c5_duration_misreport_mechanism,duration_misreport,medium,2,sjf_r_0p18,SJF-R(0.18),5
5.667100694444445,20.615885416666664,85.4375,0.4185384114583333,0.3658854166666667,96.0,35.125,c5_duration_misreport_mechanism,duration_misreport,medium,2,sjf_r_0p25,SJF-R(0.25),5
3.699544270833333,13.924479166666668,74.4375,0.5432942708333333,0.2252604166666666,96.0,21.625,c5_duration_misreport_mechanism,duration_misreport,medium,2,psaim_lite,Simplified PSAIM,5
3.091796875,11.561197916666668,65.65625,0.5887858072916667,0.18359375,96.0,17.625,c5_duration_misreport_mechanism,duration_misreport,medium,2,psaim_rawvar,PSAIM-RawVar,5
6.061979166666667,18.375,44.5,0.5475260416666666,0.3541666666666667,96.0,34.0,c5_duration_misreport_mechanism,duration_misreport,high,3,heuristic_sjf_bestfit,SJF best-fit heuristic,5
4.997113715277777,17.18359375,62.96875,0.5067545572916667,0.3046875,96.0,29.25,c5_duration_misreport_mechanism,duration_misreport,high,3,sjf_r_0p10,SJF-R(0.10),5
5.109049479166666,18.369791666666664,76.6875,0.4700520833333333,0.3177083333333333,96.0,30.5,c5_duration_misreport_mechanism,duration_misreport,high,3,sjf_r_0p17,SJF-R(0.17),5
5.344162326388889,19.131510416666668,83.53125,0.46630859375,0.3255208333333333,96.0,31.25,c5_duration_misreport_mechanism,duration_misreport,high,3,sjf_r_0p18,SJF-R(0.18),5
