allocate_rate,defer_rate,reject_rate,allocate_count,defer_count,reject_count,total_actions,experiment,scenario,severity,severity_rank,method,method_label,seed
0.8385416666666666,0.0065104166666666,0.1549479166666666,644.0,5.0,119.0,768.0,c5_duration_misreport_mechanism,duration_misreport,low,1,psaim_rawvar,PSAIM-RawVar,6
0.9166666666666666,0.0833333333333333,0.0,704.0,64.0,0.0,768.0,c5_duration_misreport_mechanism,duration_misreport,medium,2,heuristic_sjf_bestfit,SJF best-fit heuristic,6
0.7877604166666666,0.0807291666666666,0.1315104166666666,605.0,62.0,101.0,768.0,c5_duration_misreport_mechanism,duration_misreport,medium,2,sjf_r_0p10,SJF-R(0.10),6
0.7578125,0.0768229166666666,0.1653645833333333,582.0,59.0,127.0,768.0,c5_duration_misreport_mechanism,duration_misreport,medium,2,sjf_r_0p17,SJF-R(0.17),6
0.7630208333333334,0.08203125,0.1549479166666666,586.0,63.0,119.0,768.0,c5_duration_misreport_mechanism,duration_misreport,medium,2,sjf_r_0p18,SJF-R(0.18),6
0.67578125,0.0807291666666666,0.2434895833333333,519.0,62.0,187.0,768.0,c5_duration_misreport_mechanism,duration_misreport,medium,2,sjf_r_0p25,SJF-R(0.25),6
0.8411458333333334,0.00390625,0.1549479166666666,646.0,3.0,119.0,768.0,c5_duration_misreport_mechanism,duration_misreport,medium,2,psaim_lite,Simplified PSAIM,6
0.8411458333333334,0.0013020833333333,0.1575520833333333,646.0,1.0,121.0,768.0,c5_duration_misreport_mechanism,duration_misreport,medium,2,psaim_rawvar,PSAIM-RawVar,6
0.9166666666666666,0.0833333333333333,0.0,704.0,64.0,0.0,768.0,c5_duration_misreport_mechanism,duration_misreport,high,3,heuristic_sjf_bestfit,SJF best-fit heuristic,6
0.8151041666666666,0.0807291666666666,0.1041666666666666,626.0,62.0,80.0,768.0,c5_duration_misreport_mechanism,duration_misreport,high,3,sjf_r_0p10,SJF-R(0.10),6
0.7604166666666666,0.0794270833333333,0.16015625,584.0,61.0,123.0,768.0,c5_duration_misreport_mechanism,duration_misreport,high,3,sjf_r_0p17,SJF-R(0.17),6
0.73828125,0.0755208333333333,0.1861979166666666,567.0,58.0,143.0,768.0,c5_duration_misreport_mechanism,duration_misreport,high,3,sjf_r_0p18,SJF-R(0.18),6
0.6822916666666666,0.0651041666666666,0.2526041666666667,524.0,50.0,194.0,768.0,c5_duration_misreport_mechanism,duration_misreport,high,3,sjf_r_0p25,SJF-R(0.25),6
0.8411458333333334,0.0026041666666666,0.15625,646.0,2.0,120.0,768.0,c5_duration_misreport_mechanism,duration_misreport,high,3,psaim_lite,Simplified PSAIM,6
0.8385416666666666,0.0026041666666666,0.1588541666666666,644.0,2.0,122.0,768.0,c5_duration_misreport_mechanism,duration_misreport,high,3,psaim_rawvar,PSAIM-RawVar,6
0.9270833333333334,0.0729166666666666,0.0,712.0,56.0,0.0,768.0,c5_duration_misreport_mechanism,duration_misreport,low,1,heuristic_sjf_bestfit,SJF best-fit heuristic,7
0.8098958333333334,0.0755208333333333,0.1145833333333333,622.0,58.0,88.0,768.0,c5_duration_misreport_mechanism,duration_misreport,low,1,sjf_r_0p10,SJF-R(0.10),7
0.7526041666666666,0.0833333333333333,0.1640625,578.0,64.0,126.0,768.0,c5_duration_misreport_mechanism,duration_misreport,low,1,sjf_r_0p17,SJF-R(0.17),7
0.7786458333333334,0.0768229166666666,0.14453125,598.0,59.0,111.0,768.0,c5_duration_misreport_mechanism,duration_misreport,low,1,sjf_r_0p18,SJF-R(0.18),7
0.6901041666666666,0.0625,0.2473958333333333,530.0,48.0,190.0,768.0,c5_duration_misreport_mechanism,duration_misreport,low,1,sjf_r_0p25,SJF-R(0.25),7
0.7981770833333334,0.0052083333333333,0.1966145833333333,613.0,4.0,151.0,768.0,c5_duration_misreport_mechanism,duration_misreport,low,1,psaim_lite,Simplified PSAIM,7
0.8385416666666666,0.0052083333333333,0.15625,644.0,4.0,120.0,768.0,c5_duration_misreport_mechanism,duration_misreport,low,1,psaim_rawvar,PSAIM-RawVar,7
